dni|nombre|tienda|vertical|puesto|departamento|fecha_ingreso|fecha_cese|tipo_salida|longitud_doc|departamento_original|gerencia_homologada
84886974|Sebastián Campos Cárdenas|Jockey Plaza|Moda|Asesor De Ventas|Ventas Moda|2025-04-19|||8|Ventas Moda|Gerencia Comercial
00718223|Alonso Fernanda Rojas Valdivia|Jockey Plaza|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2024-03-14|||8|Utiles Escolares|Gerencia Comercial
59813250|Camila Elena Navarro Carranza|Jockey Plaza|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2024-10-04|||8|Utiles Escolares|Gerencia Comercial
33875489|Diego Eduardo Morales Quispe|Jockey Plaza|Moda|Asesor De Ventas|Ventas Moda|2025-11-08|||8|Ventas Moda|Gerencia Comercial
53386118|Diego Antonio Vega Castillo|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-01-27|||8|Utiles Escolares|Gerencia Comercial
09098087|Andrés Jesús Navarro Espinoza|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-09-10|||8|Utiles Escolares|Gerencia Comercial
62805646|Diana Isabel Herrera Carranza|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-05-02|||8|Utiles Escolares|Gerencia Comercial
84797764|Tatiana Gabriela Navarro Valdivia|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-04-12|||8|Utiles Escolares|Gerencia Comercial
12119737|Camila Gabriela Vega Mendoza|Jockey Plaza|Hogar|Asesor De Ventas|Ventas Hogar|2024-08-20|||8|Ventas Hogar|Gerencia Comercial
63074683|Andrea Patricia Soto García|Jockey Plaza|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2024-10-20|||8|Utiles Escolares|Gerencia Comercial
00249632|Melissa Gabriela Quispe Salazar|Jockey Plaza|Tecnologia|Vendedor De Piso|Ventas Tecnología|2025-07-15|||8|Ventas Tecnología|Gerencia Comercial
10731350|Matías Nicole Cruz Campos|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-09-26|||8|Utiles Escolares|Gerencia Comercial
09289076|Álvaro Antonio Valdivia Carranza|Jockey Plaza|Tecnologia|Auxiliar De Logistica|Logística|2024-07-11|||8|Logística|Gerencia Operaciones
02703206|Diana Alejandro Morales Paredes|Jockey Plaza|Hogar|Vendedor De Piso|Ventas Hogar|2024-11-24|||8|Ventas Hogar|Gerencia Comercial
02206034|Andrea Eduardo Rojas Ramírez|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-08-26|||8|Utiles Escolares|Gerencia Comercial
04359684|Renzo Alejandro Vega Cruz|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-03-21|||8|Utiles Escolares|Gerencia Comercial
51314452|Bruno Eduardo Quispe Cruz|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-09-13|||8|Utiles Escolares|Gerencia Comercial
12711138|Fernando Patricia Quispe Ponce|Jockey Plaza|Utiles Escolares|Prevencionista|Prevención|2026-02-28|||8|Prevención|Gerencia Operaciones
05800705|Camila Alejandro Mejía Ponce|Jockey Plaza|Moda|Asistente Servicio Cliente|Servicio al Cliente|2025-05-07|||8|Servicio al Cliente|Gerencia Experiencia Cliente
02122353|Piero Elena Paredes Quispe|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-11-28|||8|Utiles Escolares|Gerencia Comercial
00122258|Diego Eduardo Morales Gómez|Jockey Plaza|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-12-05|||8|Ventas Tecnología|Gerencia Comercial
47816774|Diana Antonio Mendoza Gómez|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-03-02|||8|Utiles Escolares|Gerencia Comercial
00999364|María Fernanda Chávez Mendoza|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-01-20|||8|Utiles Escolares|Gerencia Comercial
39655923|Andrea Eduardo Medina Morales|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-07-26|||8|Utiles Escolares|Gerencia Comercial
00620928|Renzo Patricia Soto Espinoza|Jockey Plaza|Hogar|Asesor De Ventas|Ventas Hogar|2025-07-21|||8|Ventas Hogar|Gerencia Comercial
50974366|Carlos Elena Mejía Vargas|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-06-02|||8|Utiles Escolares|Gerencia Comercial
02108140|Andrea Nicole Mendoza Castillo|Jockey Plaza|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-07-05|||8|Ventas Tecnología|Gerencia Comercial
70322787|José Jesús Morales Mejía|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-04-08|||8|Utiles Escolares|Gerencia Comercial
76739957|María Gómez Navarro|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-02-02|||8|Utiles Escolares|Gerencia Comercial
81429718|Luis Eduardo Valdivia Gómez|Jockey Plaza|Hogar|Asesor De Ventas|Ventas Hogar|2024-08-14|||8|Ventas Hogar|Gerencia Comercial
55928293|Jorge Elena Vega Navarro|Jockey Plaza|Tecnologia|Auxiliar De Logistica|Logística|2026-01-31|||8|Logística|Gerencia Operaciones
00135125|Alonso Nicole Quispe Torres|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-06-15|||8|Utiles Escolares|Gerencia Comercial
75050330|Daniela Antonio Cruz Valdivia|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-07-02|||8|Utiles Escolares|Gerencia Comercial
24312413|Rocío Fernanda Ponce Morales|Jockey Plaza|Hogar|Asesor De Ventas|Ventas Hogar|2024-06-19|||8|Ventas Hogar|Gerencia Comercial
43674336|Daniela Ramírez Espinoza|Jockey Plaza|Moda|Asesor De Ventas|Ventas Moda|2025-07-17|||8|Ventas Moda|Gerencia Comercial
50440113|Raúl Fernanda Carranza Carranza|Jockey Plaza|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-08-07|||8|Ventas Tecnología|Gerencia Comercial
00612501|Alonso Eduardo Mejía Rojas|Jockey Plaza|Moda|Asistente Servicio Cliente|Servicio al Cliente|2024-05-18|||8|Servicio al Cliente|Gerencia Experiencia Cliente
06820441|José Patricia Vargas Mendoza|Jockey Plaza|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2025-08-07|||8|Utiles Escolares|Gerencia Comercial
00405910|Lucía Elena Cárdenas Torres|Jockey Plaza|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2024-09-19|||8|Utiles Escolares|Gerencia Comercial
94434647|Kevin Elena Valdivia Soto|Jockey Plaza|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-12-07|||8|Ventas Tecnología|Gerencia Comercial
44981018|Alejandra Gabriela Cárdenas Mejía|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-02-28|||8|Utiles Escolares|Gerencia Comercial
84951591|Marco Nicole Flores Rojas|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-10-11|||8|Utiles Escolares|Gerencia Comercial
06880654|Lucía Patricia Cruz Castillo|Jockey Plaza|Moda|Asesor De Ventas|Ventas Moda|2024-06-05|||8|Ventas Moda|Gerencia Comercial
03025057|Ximena Antonio Gómez Medina|Jockey Plaza|Hogar|Asesor De Ventas|Ventas Hogar|2026-03-16|||8|Ventas Hogar|Gerencia Comercial
67453558|Andrés Jesús Gómez Herrera|Jockey Plaza|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-02-12|||8|Ventas Tecnología|Gerencia Comercial
82777695|Karen Eduardo Salazar Rodríguez|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-07-28|||8|Utiles Escolares|Gerencia Comercial
15203503|Alejandra Fernanda Vargas Torres|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-04-01|||8|Utiles Escolares|Gerencia Comercial
47038140|Paola Elena Mendoza Carranza|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-06-22|||8|Utiles Escolares|Gerencia Comercial
97875836|Bruno Alejandro Salazar Castillo|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-06-08|||8|Utiles Escolares|Gerencia Comercial
00342092|Fernando Nicole Torres Torres|Jockey Plaza|Moda|Auxiliar De Logistica|Logística|2025-04-05|||8|Logística|Gerencia Operaciones
19071329|Carlos Gabriela Medina Aguilar|Jockey Plaza|Hogar|Vendedor De Piso|Ventas Hogar|2026-01-17|||8|Ventas Hogar|Gerencia Comercial
27036968|Milagros Isabel Flores Carranza|Jockey Plaza|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-10-17|||8|Ventas Tecnología|Gerencia Comercial
89083888|Camila Antonio García Soto|Jockey Plaza|Hogar|Asesor De Ventas|Ventas Hogar|2024-10-04|||8|Ventas Hogar|Gerencia Comercial
13468583|Andrea Elena Herrera Rodríguez|Jockey Plaza|Utiles Escolares|Cajero(A)|Cajas|2025-12-27|||8|Cajas|Gerencia Operaciones
05435477|Karen Isabel Rojas Gómez|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-01-23|||8|Utiles Escolares|Gerencia Comercial
47798045|Matías Nicole Vega Campos|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-12-26|||8|Utiles Escolares|Gerencia Comercial
00377197|Lucía Mendoza Rodríguez|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-10-13|||8|Utiles Escolares|Gerencia Comercial
30624866|Tatiana Jesús Ramírez Soto|Jockey Plaza|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-12-03|||8|Ventas Tecnología|Gerencia Comercial
18699426|Cristian Jesús Soto López|Jockey Plaza|Hogar|Auxiliar De Logistica|Logística|2025-10-30|||8|Logística|Gerencia Operaciones
75912116|Fiorella Antonio Herrera Herrera|Jockey Plaza|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-11-02|||8|Ventas Tecnología|Gerencia Comercial
42873504|Daniela Gabriela Soto Carranza|Jockey Plaza|Hogar|Asistente Servicio Cliente|Servicio al Cliente|2026-02-22|||8|Servicio al Cliente|Gerencia Experiencia Cliente
07755789|Milagros Elena Vega Castillo|Jockey Plaza|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-04-19|||8|Ventas Tecnología|Gerencia Comercial
03601001|Carla Jesús Navarro Mejía|Jockey Plaza|Hogar|Vendedor De Piso|Ventas Hogar|2025-12-04|||8|Ventas Hogar|Gerencia Comercial
03698657|Cristian Eduardo Flores Ramírez|Jockey Plaza|Hogar|Asesor De Ventas|Ventas Hogar|2025-05-18|||8|Ventas Hogar|Gerencia Comercial
90205606|Fernando Antonio Morales Cárdenas|Jockey Plaza|Tecnologia|Asesor De Ventas|Ventas Tecnología|2026-01-30|||8|Ventas Tecnología|Gerencia Comercial
57485552|José Elena Chávez Espinoza|Jockey Plaza|Tecnologia|Asistente Servicio Cliente|Servicio al Cliente|2024-09-09|||8|Servicio al Cliente|Gerencia Experiencia Cliente
79799265|José Nicole Paredes Carranza|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-08-08|||8|Utiles Escolares|Gerencia Comercial
00772858|María Nicole Cruz Valdivia|Jockey Plaza|Moda|Asesor De Ventas|Ventas Moda|2025-02-09|||8|Ventas Moda|Gerencia Comercial
38474806|Alejandra Isabel Castillo Cárdenas|Jockey Plaza|Utiles Escolares|Asistente Servicio Cliente|Servicio al Cliente|2026-03-03|||8|Servicio al Cliente|Gerencia Experiencia Cliente
12238759|Bruno Jesús Cruz Medina|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-04-07|||8|Utiles Escolares|Gerencia Comercial
03443647|Vanessa Eduardo Aguilar Carranza|Jockey Plaza|Utiles Escolares|Asistente Servicio Cliente|Servicio al Cliente|2025-04-06|||8|Servicio al Cliente|Gerencia Experiencia Cliente
08516804|Bruno Patricia Valdivia Vargas|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-01-05|||8|Utiles Escolares|Gerencia Comercial
73966174|Sebastián Fernanda Medina Mejía|Jockey Plaza|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2025-01-22|||8|Utiles Escolares|Gerencia Comercial
00669396|Marco Isabel Chávez Cruz|Jockey Plaza|Hogar|Asesor De Ventas|Ventas Hogar|2026-02-26|||8|Ventas Hogar|Gerencia Comercial
83658632|Luis Patricia Gómez Mejía|Jockey Plaza|Hogar|Asistente Servicio Cliente|Servicio al Cliente|2024-01-04|||8|Servicio al Cliente|Gerencia Experiencia Cliente
79135763|Sofía Gabriela Carranza Rodríguez|Jockey Plaza|Moda|Vendedor De Piso|Ventas Moda|2024-08-10|||8|Ventas Moda|Gerencia Comercial
84474018|Fernando Alejandro Morales Mendoza|Jockey Plaza|Hogar|Asesor De Ventas|Ventas Hogar|2025-09-26|||8|Ventas Hogar|Gerencia Comercial
77690290|Marco Fernanda Cárdenas Rodríguez|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-11-14|||8|Utiles Escolares|Gerencia Comercial
82119078|Génesis Elena Campos Herrera|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-10-18|||8|Utiles Escolares|Gerencia Comercial
40270625|María Antonio Cruz Ramírez|Jockey Plaza|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2024-04-05|||8|Utiles Escolares|Gerencia Comercial
36931833|Daniela Nicole Torres López|Jockey Plaza|Hogar|Cajero(A)|Cajas|2025-12-12|||8|Cajas|Gerencia Operaciones
71094013|Carla Elena Cárdenas Campos|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-10-06|||8|Utiles Escolares|Gerencia Comercial
77294344|Valeria Jesús Castillo Medina|Jockey Plaza|Tecnologia|Prevencionista|Cajas|2025-06-22|||8|Cajas|Gerencia Operaciones
31335369|Cristian Alejandro Paredes García|Jockey Plaza|Moda|Asesor De Ventas|Ventas Moda|2025-09-16|||8|Ventas Moda|Gerencia Comercial
06205858|Melissa Torres García|Jockey Plaza|Moda|Asesor De Ventas|Ventas Moda|2025-02-27|||8|Ventas Moda|Gerencia Comercial
68106730|Luis Antonio Ponce Rojas|Jockey Plaza|Hogar|Asesor De Ventas|Ventas Hogar|2024-11-03|||8|Ventas Hogar|Gerencia Comercial
44460949|Carla Patricia Campos Flores|Jockey Plaza|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2024-07-17|||8|Utiles Escolares|Gerencia Comercial
62171682|Daniela Alejandro Espinoza Navarro|Jockey Plaza|Hogar|Asesor De Ventas|Ventas Hogar|2024-12-09|||8|Ventas Hogar|Gerencia Comercial
28052515|Ximena Fernanda Rodríguez Mendoza|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-01-20|||8|Utiles Escolares|Gerencia Comercial
22376047|María Jesús Castillo Paredes|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-07-01|||8|Utiles Escolares|Gerencia Comercial
66813516|Camila Patricia Espinoza Soto|Jockey Plaza|Tecnologia|Cajero(A)|Cajas|2024-03-29|||8|Cajas|Gerencia Operaciones
05119076|Diego Patricia Navarro García|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-03-14|||8|Utiles Escolares|Gerencia Comercial
70380155|Fiorella Jesús Cruz Mejía|Jockey Plaza|Tecnologia|Cajero(A)|Cajas|2026-01-20|||8|Cajas|Gerencia Operaciones
05005998|Karen Antonio García Soto|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-01-11|||8|Utiles Escolares|Gerencia Comercial
13938227|Marco Alejandro Medina Cruz|Jockey Plaza|Tecnologia|Asistente Servicio Cliente|Servicio al Cliente|2024-02-17|||8|Servicio al Cliente|Gerencia Experiencia Cliente
37231272|Paola Paredes Vega|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-10-20|||8|Utiles Escolares|Gerencia Comercial
00096054|Diana Fernanda Herrera Rojas|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-07-27|||8|Utiles Escolares|Gerencia Comercial
41892388|Ximena Nicole Carranza Flores|Jockey Plaza|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2024-03-13|||8|Utiles Escolares|Gerencia Comercial
00320897|Lucía Jesús López Castillo|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-01-27|||8|Utiles Escolares|Gerencia Comercial
26694858|Diana Antonio Cárdenas Cruz|Jockey Plaza|Tecnologia|Auxiliar De Logistica|Logística|2024-12-06|||8|Logística|Gerencia Operaciones
61247472|Sofía Patricia Salazar Salazar|Jockey Plaza|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-04-09|||8|Ventas Tecnología|Gerencia Comercial
94000684|Ximena Fernanda Carranza Gómez|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-07-06|||8|Utiles Escolares|Gerencia Comercial
03024595|Valeria Elena Medina Mendoza|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-04-17|||8|Utiles Escolares|Gerencia Comercial
09619256|Diana Patricia Quispe Medina|Jockey Plaza|Moda|Asesor De Ventas|Ventas Moda|2025-10-27|||8|Ventas Moda|Gerencia Comercial
00614973|Fernando Elena Ramírez Campos|Jockey Plaza|Moda|Asesor De Ventas|Ventas Moda|2025-05-08|||8|Ventas Moda|Gerencia Comercial
00972888|Tatiana Patricia Paredes Medina|Jockey Plaza|Hogar|Prevencionista|Prevención|2025-11-09|||8|Prevención|Gerencia Operaciones
41443854|Miguel Elena Paredes Ponce|Jockey Plaza|Hogar|Vendedor De Piso|Ventas Hogar|2024-06-29|||8|Ventas Hogar|Gerencia Comercial
18745088|Luis Jesús Ponce Mendoza|Jockey Plaza|Moda|Cajero(A)|Cajas|2024-08-10|||8|Cajas|Gerencia Operaciones
06361929|Fiorella Isabel Medina Campos|Jockey Plaza|Moda|Asesor De Ventas|Ventas Moda|2025-04-02|||8|Ventas Moda|Gerencia Comercial
82172899|Lucía Jesús Mejía Soto|Jockey Plaza|Moda|Auxiliar De Logistica|Logística|2024-01-09|||8|Logística|Gerencia Operaciones
00316998|Álvaro Alejandro Salazar Ramírez|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-07-27|||8|Utiles Escolares|Gerencia Comercial
51312793|Fernando Morales Gómez|Jockey Plaza|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-02-19|||8|Ventas Tecnología|Gerencia Comercial
38817904|Andrés Jesús García Rodríguez|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-06-06|||8|Utiles Escolares|Gerencia Comercial
18517392|Daniela Patricia Aguilar Campos|Jockey Plaza|Hogar|Asesor De Ventas|Ventas Hogar|2024-03-27|||8|Ventas Hogar|Gerencia Comercial
57025051|Paola Gabriela Vargas Salazar|Jockey Plaza|Tecnologia|Vendedor De Piso|Ventas Tecnología|2025-06-05|||8|Ventas Tecnología|Gerencia Comercial
31876042|Piero Gabriela Cárdenas Herrera|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-01-18|||8|Utiles Escolares|Gerencia Comercial
00569782|Carla Antonio Mendoza Chávez|Jockey Plaza|Hogar|Asesor De Ventas|Ventas Hogar|2025-12-22|||8|Ventas Hogar|Gerencia Comercial
00982291|Carla Chávez Ponce|Jockey Plaza|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-06-19|||8|Ventas Tecnología|Gerencia Comercial
01547323|Rocío Patricia Medina Chávez|Jockey Plaza|Moda|Asistente Servicio Cliente|Servicio al Cliente|2025-07-01|||8|Servicio al Cliente|Gerencia Experiencia Cliente
93388187|Marco Elena Vega Flores|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-02-06|||8|Utiles Escolares|Gerencia Comercial
39258452|Milagros Alejandro Soto Gómez|Jockey Plaza|Hogar|Asesor De Ventas|Ventas Hogar|2025-11-03|||8|Ventas Hogar|Gerencia Comercial
02750976|Raúl Alejandro Chávez Paredes|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-05-15|||8|Utiles Escolares|Gerencia Comercial
35164728|Matías Patricia Morales Campos|Jockey Plaza|Hogar|Asesor De Ventas|Ventas Hogar|2024-06-28|||8|Ventas Hogar|Gerencia Comercial
20789702|Daniela Gabriela Salazar Ponce|Jockey Plaza|Moda|Asesor De Ventas|Ventas Moda|2025-09-01|||8|Ventas Moda|Gerencia Comercial
00415279|Raúl Antonio Flores Morales|Jockey Plaza|Moda|Asesor De Ventas|Ventas Moda|2026-01-21|||8|Ventas Moda|Gerencia Comercial
51075999|María Patricia Vega Mendoza|Jockey Plaza|Moda|Asesor De Ventas|Ventas Moda|2024-08-27|||8|Ventas Moda|Gerencia Comercial
91165843|Karen Flores Paredes|Jockey Plaza|Moda|Asesor De Ventas|Ventas Moda|2025-01-26|||8|Ventas Moda|Gerencia Comercial
35947919|Raúl Medina Quispe|Jockey Plaza|Tecnologia|Auxiliar De Logistica|Logística|2024-10-03|||8|Logística|Gerencia Operaciones
45385947|Adrián Fernanda Herrera García|Jockey Plaza|Moda|Asesor De Ventas|Ventas Moda|2025-06-16|||8|Ventas Moda|Gerencia Comercial
14046199|Valeria Eduardo Chávez Soto|Jockey Plaza|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-06-21|||8|Ventas Tecnología|Gerencia Comercial
79843930|Fernando Elena Valdivia Paredes|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-02-28|||8|Utiles Escolares|Gerencia Comercial
88199795|Tatiana Jesús Aguilar Paredes|Jockey Plaza|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-01-19|||8|Ventas Tecnología|Gerencia Comercial
85835668|Piero Gabriela López Aguilar|Jockey Plaza|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-03-18|||8|Ventas Tecnología|Gerencia Comercial
08473492|Ximena Alejandro Vega Espinoza|Jockey Plaza|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-10-10|||8|Ventas Tecnología|Gerencia Comercial
02798503|Andrea Antonio Mendoza Herrera|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-09-16|||8|Utiles Escolares|Gerencia Comercial
00861889|Miguel Antonio Medina Chávez|Jockey Plaza|Tecnologia|Vendedor De Piso|Ventas Tecnología|2026-01-02|||8|Ventas Tecnología|Gerencia Comercial
00044345|José Quispe Vega|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-10-30|||8|Utiles Escolares|Gerencia Comercial
95073222|Andrea Patricia Ramírez Quispe|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-06-11|||8|Utiles Escolares|Gerencia Comercial
04801849|Diana Fernanda Rojas Ponce|Jockey Plaza|Moda|Cajero(A)|Cajas|2025-12-06|||8|Cajas|Gerencia Operaciones
71856326|Ximena Antonio Espinoza Carranza|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-01-09|||8|Utiles Escolares|Gerencia Comercial
05378941|Cristian Isabel López Quispe|Jockey Plaza|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-07-21|||8|Ventas Tecnología|Gerencia Comercial
08793541|José Eduardo García Chávez|Jockey Plaza|Moda|Auxiliar De Logistica|Logística|2025-03-24|||8|Logística|Gerencia Operaciones
41402939|Paola Alejandro Flores Rojas|Jockey Plaza|Moda|Visual Merchandising|Visual Merchandising|2025-10-20|||8|Visual Merchandising|Gerencia Comercial
89665693|Diana Jesús Chávez Medina|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-10-31|||8|Utiles Escolares|Gerencia Comercial
00855782|Milagros Alejandro Salazar López|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-05-15|||8|Utiles Escolares|Gerencia Comercial
13158343|Sebastián Elena Rodríguez Espinoza|Jockey Plaza|Hogar|Asesor De Ventas|Ventas Hogar|2026-03-23|||8|Ventas Hogar|Gerencia Comercial
45377425|Lucía Fernanda Paredes Ponce|Jockey Plaza|Moda|Asistente De Caja|Cajas|2025-03-12|||8|Cajas|Gerencia Operaciones
23379749|Bruno Isabel Mendoza Cruz|Jockey Plaza|Hogar|Asesor De Ventas|Ventas Hogar|2025-08-30|||8|Ventas Hogar|Gerencia Comercial
00212812|Kevin Castillo Quispe|Jockey Plaza|Moda|Vendedor De Piso|Ventas Moda|2024-09-06|||8|Ventas Moda|Gerencia Comercial
24180385|Vanessa Isabel Ramírez López|Jockey Plaza|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-01-08|||8|Ventas Tecnología|Gerencia Comercial
70307530|Matías Jesús Castillo López|Jockey Plaza|Hogar|Cajero(A)|Cajas|2024-10-04|||8|Cajas|Gerencia Operaciones
40526348|Luis Nicole Salazar Torres|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-10-04|||8|Utiles Escolares|Gerencia Comercial
72540371|Sofía Ponce Torres|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-02-18|||8|Utiles Escolares|Gerencia Comercial
06875311|José Alejandro Valdivia Vargas|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-04-30|||8|Utiles Escolares|Gerencia Comercial
00920445|Jorge Nicole Morales Morales|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-02-15|||8|Utiles Escolares|Gerencia Comercial
96925082|Vanessa Fernanda Ramírez Torres|Jockey Plaza|Tecnologia|Vendedor De Piso|Ventas Tecnología|2024-08-28|||8|Ventas Tecnología|Gerencia Comercial
03261945|Daniela Eduardo Quispe Aguilar|Jockey Plaza|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-08-21|||8|Ventas Tecnología|Gerencia Comercial
09553688|Milagros Patricia Morales Quispe|Jockey Plaza|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2025-03-22|||8|Utiles Escolares|Gerencia Comercial
27240286|José Elena Flores Vega|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-10-03|||8|Utiles Escolares|Gerencia Comercial
06213991|Álvaro Elena Morales Campos|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-02-17|||8|Utiles Escolares|Gerencia Comercial
70130620|Fernando Elena Gómez Espinoza|Jockey Plaza|Hogar|Cajero(A)|Cajas|2025-02-25|||8|Cajas|Gerencia Operaciones
58383876|Vanessa Jesús Cárdenas Medina|Jockey Plaza|Moda|Asesor De Ventas|Ventas Moda|2024-12-01|||8|Ventas Moda|Gerencia Comercial
00774770|Karen Gabriela Gómez Campos|Jockey Plaza|Utiles Escolares|Auxiliar De Logistica|Logística|2026-02-26|||8|Logística|Gerencia Operaciones
01767385|Daniela Eduardo Mendoza Vargas|Jockey Plaza|Hogar|Asistente De Caja|Cajas|2025-07-25|||8|Cajas|Gerencia Operaciones
01014476|Sofía Elena Chávez Medina|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-11-16|||8|Utiles Escolares|Gerencia Comercial
24922996|Camila Carranza López|Jockey Plaza|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-02-19|||8|Utiles Escolares|Gerencia Comercial
